fid,province,fire_id,latitude,longitude,year,size_ha,cause,size_class,class_weight
NFDB_point.176,British Columbia,2023-N72601,50.2953,-117.1051,2023,228.0,Natural,small,1
NFDB_point.4,British Columbia,2023-C30675,52.2548,-120.8352,2023,226.0,Human,small,1
NFDB_point.463,Quebec,20231080360,47.4271,-75.9198,2023,224.0519367,Natural,small,1
NFDB_point.783,Northwest Territories,EV018-23,67.842167,-131.1755,2023,224.0,Natural,small,1
NFDB_point.118,British Columbia,2023-G11240,53.3965,-123.332,2023,224.0,Natural,small,1
NFDB_point.413,Quebec,20231080229,47.6953,-74.0666,2023,223.437324,Natural,small,1
NFDB_point.620,Yukon,2023XY024,61.6115,-134.6355,2023,221.1,Unknown,small,1
NFDB_point.147,British Columbia,2023-K71032,50.6616,-123.0929,2023,220.57,Natural,small,1
NFDB_point.210,British Columbia,2023-R21630,54.116,-126.9227,2023,220.0,Natural,small,1
NFDB_point.582,Quebec,20231080516,52.7905,-75.994,2023,217.0,Natural,small,1
NFDB_point.5,British Columbia,2023-V11152,49.3115,-122.2438,2023,215.0,Human,small,1
NFDB_point.309,Saskatchewan,23SR-LLHIR03,58.182064,-103.05088,2023,214.7,Natural,small,1
NFDB_point.512,Quebec,20231080536,49.6589,-69.9224,2023,209.0367673,Natural,small,1
NFDB_point.2,British Columbia,2023-C50100,52.0351,-123.177,2023,209.0,Human,small,1
NFDB_point.55,British Columbia,2023-G90565,57.9132,-123.9312,2023,208.0,Natural,small,1
NFDB_point.459,Quebec,20231080352,49.1887,-72.0814,2023,205.5210222,Natural,small,1
NFDB_point.111,British Columbia,2023-G62952,55.5756,-123.5436,2023,205.06,Natural,small,1
NFDB_point.209,British Columbia,2023-R11592,53.4714,-125.2031,2023,203.8,Natural,small,1
NFDB_point.479,Quebec,20231080439,49.5485,-70.8078,2023,202.3042635,Natural,small,1
NFDB_point.298,Saskatchewan,23SR-ZANGE,58.005983,-102.046133,2023,200.0,Natural,small,1
NFDB_point.788,Northwest Territories,VQ042-23,67.900917,-128.011633,2023,200.0,Natural,small,1
NFDB_point.15160,Alberta,PWF120,57.23575,-116.358767,2023,200.0,Natural,small,1
NFDB_point.15192,Alberta,LWF091,54.50045,-113.6563,2023,200.0,Unknown,small,1
NFDB_point.145,British Columbia,2023-R51336,55.1462,-128.7224,2023,200.0,Natural,small,1
NFDB_point.172,British Columbia,2023-N52372,50.4053,-117.7668,2023,200.0,Natural,small,1
NFDB_point.656,Yukon,2023OC002,67.185917,-138.333033,2023,200.0,Natural,small,1
NFDB_point.53,British Columbia,2023-R51245,53.8538,-128.5935,2023,200.0,Natural,small,1
NFDB_point.325,Manitoba,NO057,55.8553,-95.645,2023,200.0,Natural,small,1
NFDB_point.848,Northwest Territories,ZF014-23,63.2415,-114.374,2023,200.0,Natural,small,1
NFDB_point.15191,Alberta,HWF161,59.731,-119.751217,2023,200.0,Natural,small,1
NFDB_point.81,British Columbia,2023-C53189,51.6808,-124.994,2023,200.0,Natural,small,1
